comments,star_rating,tags
"I took him online this summer. His tests are crazy hard and some of the questions I couldn\'t find in the book nor on ""google"" after the exam. I received B\'s and C\'s on tests, but aced the homework assignments. They take FOREVER to finish, but the more detailed you are, the better your grade! Post often on discussion boards! I still got an A! :)",3.9,"challenging, detail-oriented, interactive, effective"
I wouldn\'t take him again. He\'s nice but that is really the only positive. Doesn\'t use a textbook or any type of supplementary material during class and he\'s very hard to understand. Comes up with his own examples to present material and the class is left guessing whether or not his work on the board is correct. Grading is very vague.,2.9,"- nice, hard to understand, vague"
His language courses are extremely tough and I have seen students cry during the oral exams. He is very caring with those he believes to be making an effort but he is harsh on others. Don\'t take his class if you want to focus on your core courses. Hardest course I\'ve taken and I may fail it....,4.1,"tough, caring, harsh, challenging, demanding"
"Dr. Millikin is a great professor and I learned a great deal in his classes. He\'s also a nice guy if you have the opportunity to sit down and speak with him. If you have questions, just ask.",4.3,"great professor, learned a great deal, nice guy, opportunity to sit down, questions, ask"
Dr. Nicoletto is very nice. His tests are totally from the notes. If you study your ass off from those you will pass. Lewis as a lab teacher sucks though. Go for Posey!,4.1,"nice, tests, notes, study, pass, sucks"
Very nice and extremely helpful but the most boring class I\'ve ever taken! tests and essays are pretty easy. just so sick of the pics. Ready for class to be over,3.5,"helpful, boring, easy, sick, ready"
"He\'s amusing, but I find it very difficult to feel engaged in the classroom. He also does not take the time to learn ANYONE\'S names.",3.4,"amusing, difficult to feel engaged, does not take time to learn names"
Best Art Professor that I have had! I love how each of his assignment taught me something new!,4.1,"Best, Art Professor, love, assignment, taught, something new"
"Overall tough class, lots of group work and has you read a lot of cases. Back end loads the course so that most the points are at the very end. If you work well with others its not hard to do the presentations, but he does like to favor the girls for participation points. He was an ok teacher, but grades very harshly.",3.0,"tough, group work, cases, back end loaded, presentations, favoritism, harsh grading"
"This professor is a joke. Aced all my tests, did every single homework assignment, but was given a 2.8 due to not being in class ever single day. If you want to take a class that reminds you of high school, then take her classes.",3.4,"unfair, joke, high school, absent, strict"
"This guy talks too fast, his lecture notes are horrendously, and the class is very poorly organized. He really should go back to that community college he\'s really from.",3.1,"fast, horrendous, poorly organized, NA"
"worst class ever. first week you learn you dont need to read the worthless textbooks. grades papers like she is a english teacher, has nothing to do with my major. teaching method is as dry as dirt. 30 pages of dry reading per night, 3-4 papers. do yourself a favor and get out of that class, worry about design. .",3.1,"worst class, worthless textbooks, grades papers like an english teacher, dry teaching method, dry reading, papers, design."
she never responds to emails. its incredibly annoying and frustrating especially when she is grading your papers and is taking her merry time doing it.,3.6,"frustrating, annoying, unresponsive"
Very enthusiastic about teaching sign. She reallyl makes you want to do your best. She made the class very interesting and fun.,4.8,"enthusiastic, passionate, engaging, interesting, fun"
No Comments,1.9,NA
"Great prof, great class. Very meaningful experience. I got a lot of useful info from that class, and I still use a lot of it in the classroom.",4.4,"Great prof, great class, meaningful experience, useful info, classroom."
"Carla is a straight up G. She loves the material, and loves seeing students dive in and excel. With that being said, she\'s a babe and a half.",4.4,"passionate, supportive, engaging, charismatic"
"Hannon is a nice guy, HW help sessions are a MUST attend if u want to do decently. Class is just HS physics using calculus, so u dont really learn much. Class is boring, just him proving eqtns on chalkboard. Labs are hell, wouldnt take class unless u really like physics. yuck",4.1,"nice, helpful, boring, proving equations, hellish, yuck"
"I thought she was fantastic. Organized, thorough and fascinating. She was very punctual, always let you out early and was very clear on expectations. If you are one of those idiots who can\'t follow concise directions, or can\'t leave your phone alone for 45 minutes...do us all a favor and don\'t take her. If you can, you will love her!",4.8,"organized, thorough, fascinating, punctual, clear, concise"
"nice, really helpful, lots of fun",4.6,"nice, helpful, fun"
"Just never mention the 2nd wave, she gets mad if you critisize it and takes it very personally. Also, it\'s impossible to get an A+ in her class - which is BS. If you desserve the grade - then you should get it. She rants sometimes, and she sometimes does not take critiques. . . .",2.8,"strict, defensive, biased, ranting, unapproachable"
"cool teacher, and makes the subject very easy. If you don\'t do well in this class it will be your fault",4.2,"cool, easy, fault"
She\'s a gpa killer in ISP. You should try to avoid her.,4.1,"gpa killer, avoid"
great guy great class,3.7,"great, guy, class"
No Comments,4.8,NA
Professor Phillips is a very good professor. She really cares about her students and wants to seeyou succeed. Her lectures can be confusing sometimes because she goes off on tangents. She responds to emails in a timely manner and is always willing to help out after class if you have questions. Just remember to go to class or you will get lost.,4.1,"caring, helpful, responsive, knowledgeable, tangential"
I wanted to take Foster but ended up taking Sierra. He is VERY rude. He talks SO fast during his lectures making it difficult to keep up & write down everything u need. He asks the stupidest smallest details about a movie or person on the test. He criticizes this generation so much & talks to u like ur an idiot. show up & don\'t dare use ur phone!,4.6,"rude, fast-talking, critical, condescending, detail-oriented, strict"
He was a very good teacher. I enjoyed his class quite a bit. He has many interesting stories to tell. He knows his stuff. Watch out for pop quizes in this class!!,4.6,"good teacher, enjoyed class, interesting stories, knowledgeable, pop quizzes"
"It is pretty easy to get an A out of this class, as long as you finish the assignment and put effort on the test.",4.0,"easy, A, finish assignment, effort, test"
"Mark Unno is an amazing profesor. He\'s hilarious and the amount of work you have to do is really reasonable. There\'s 2 short tests and a few papers. The readings are pretty basic, too. I\'m by no means a 4.0 person but this class is very doable.",4.3,"amazing, hilarious, reasonable, basic, doable"
Nancy is great! She is one of those professors that you either love her or hate her. You have to be open to constructive criticism and take her advice when she gives it to you. Go to her for resources!!! Not only will she see your trying but you\'ll get good grades. Nancy knows what she\'s talking about so take her seriously she can be a tough cookie,3.5,"great, love her, hate her, open to constructive criticism, advice, resources, good grades, knows what she's talking about, tough cookie"
Great teacher! Knows his material and is extremely intelligent! I HIGHLY reccomend him!,4.3,"Great teacher, knowledgeable, intelligent, highly recommended"
Take this class. Without a doubt the most inspirational professor I have ever had. He was one of the reasons I chose to come to this college. You won\'t be disapointed.,4.5,"inspirational, passionate, influential, recommended"
Great teacher! He knew how to push me to reach my potential. He always offered help before and after class for those who wanted it. His tests were easy if you studied for them. I wish he was not limited to just Math! He would be great in other subjects as well. He relates with his students since he has been there before.,4.9,"Great teacher, push students, offers help, easy tests, versatile, relates with students."
He is very student oriented...but hard to follow sometimes,3.6,"student-oriented, hard to follow"
"Great professor, very organized. The ultimate professional.",4.8,"Great, organized, professional"
"Very knowledgeable of the subject. If you\'re serious about interpreting, this is the best you\'ll find. A TON of homework, takes a lot of time. But worth it!",2.7,"knowledgeable, serious, best, ton of homework, worth it"
"I needed two hits of expresso in order to stay awake. His tests are extremely hard and the third test and final are on the same date...Half of my class failed him, I was one of the few lucky ones just because I can write good papers. He is brilliant psychologist, but he should not be teaching",1.6,"brilliant, hard tests, challenging, demanding, unfair scheduling, engaging, knowledgeable, not suitable for teaching"
"R. Gay was the man, what up big dog",3.9,"energetic, approachable"
"Never had a a professor that opened my eyes and my mind like Eli Amdur did. He invented this course ""Creativity,Change, and the 21st Century Leader"" and it\'s the most useful, inspiring, and fun course I ever took. His approach is so inclusive and engaging and he is a world of knowledge and wisdom. I see the whole world differently now.",4.8,"inspiring, inclusive, engaging, knowledgeable, wise"
She asks for too much. The whole class complained about her everyday. She is nice but answers very sarcastically when you ask her a question. I wouldn\'t recommend her unless you want to stress.,3.5,"demanding, sarcastic, stressful, not recommended"
"His lectures may be entertaining because he is so knowledgeable and incorporates many anecdotes, but I have not had good experiences with him in person. He has been extremely rude to me and I have witnessed him be rude to other students. It ruined my experience to say the least",3.0,"knowledgeable, entertaining, rude"
she\'s Nice.,2.4,Nice
Shes helpful and fun. But I wouldnt take the class again.,4.5,"helpful, fun, NA"
"F\'N Waste of Time! Nothing new, Attendance 10% and a midterm joke (draw the flow chart) and Final (straight from the book) no need going to class, just go to the last class prior to test. Both book and Prof are wrong when it comes to stats (like sum-of-sq",3.4,"waste of time, attendance, joke, flow chart, final, book, wrong, stats, sum-of-sq"
Dr. Frank loves to teach and it shows! He goes at a pace where everyone can keep up. If anyone has a problem he will take the time to help. I had him for both lab & lecture and would definetly take him again.,4.1,"passionate, engaging, helpful, approachable"
No Comments,3.6,NA
"The class and lab isn\'t bad, especially if you are interested in environmental geochemistry. It is actually very interesting. The problem is her... She is very snappy. She doesn\'t teach things right or give proper instructions on labs, but then snaps at you for not knowing it!",2.7,"snappy, doesn't teach well, lacks proper instructions"
"Yes, it\'s possible to get an A but you\'ll definitely have to work for it. The content is pretty interesting, but you have tog get super organized in this class. You\'ll have multiple things due every week and a ton lectures to go over. If possible, I\'d avoid this class as an 8 week course. You\'ll definitely always have somethingto do in this class.",4.7,"challenging, interesting, organized, demanding"
"Definitely avoid at all costs. I had heard all the terrible things about him and wanted to give him the benefit of the doubt, but it\'s all true. You won\'t pass if you don\'t give him PRECISELY what he wants to see.",2.9,"avoid at all costs, terrible, won't pass, precisely what he wants"
"A GREAT professor, clear and helpful, and has endless comedic anecdotes. I loved the class, I wish I could take Chinese with him all four years!",4.3,"GREAT, clear, helpful, comedic, loved"
Dr. Keehn is a wonderful educator and a blessing to all students.,4.5,"#wonderful, #educator, #blessing"
"You have to know 300-400 art pieces for both the midterm and the final. As a result you won\'t remember much from the course, but she does give alot of extra credit and she seems to want people to enjoy the course. Her Spanish Art one course was the best because you really get to look at art from a monarch\'s perspective. It is easy to dote on her.",4.6,"demanding, extra credit, passionate, engaging"
Funniest teacher I have ever had. And really hot.,4.5,"funny, hot"
"Irvine made the course much more enjoyable than the topic alone. Content was fairly interesting but not riveting. Most fair and clear exams and grading criteria I\'ve experienced so far. Incredibly helpful and approachable in office hours. You need to study to do well, but you 100% get the grade you earn, which I love. Irvine is fantastic!",4.4,"approachable, fair, clear, helpful, fantastic"
If she likes you and your topic you will get a good grade on your presentation. If she isn\'t interested in your topic she will pick apart your presentation. You can put all your time into your speech and if she doesn\'t like you won\'t do well. Very biased teacher and isn\'t objective in grading.,3.8,"biased, subjective, picky"
"He is awesome! I love going to his class every day. I know some people say he goes very fast, but he takes the time to answer questions and makes sure that every body is clear. Because he talks fast, his class keeps me focused and alert and excited! As long as you take the time after class to look through the material, you would do great!!",2.9,"awesome, fast-paced, engaging, focused, alert, excited, helpful"
"she\'s a GREAT professor, very informative and understanding when you have problems.",5.0,"informative, understanding, great"
Aaagh! He is the college dean\'s husband - in that sense he\'s more part of the architecture than part of the curriculum. Sometimes I see him coming and I run away. Don\'t bother. You pay lots of money to be here.,1.8,NA
I miss Wang Lao Shi! :(,4.9,NA
Best math instructor at the college,4.6,"Best, math instructor, college"
"Dr. Tromp is a great professor. She is very engaging and is always willing to meet to discuss papers, thesis, or any problems. She is sometimes hard to track down but when you find her, she is all answers.",4.4,"great professor, engaging, willing to meet, hard to track down, knowledgeable"
He is an amazing teacher and so understanding. I\'m not an art major & didn\'t know anything about art or how to draw. He helped me so much. I ended up getting an A because he saw how hard I tried although my work wasn\'t as good as the others. I enjoyed his class. You need to be very neat he\'s picky. Be prepared to spend a lot of money on materials.,4.6,"amazing, understanding, helpful, picky"
"Worthless lump of a man. Currently in his class, and DOES NOT TEACH. His class sessions are him talking about unrelated topics and assigning a study guide spanning two chapters that he doesn\'t talk about AT ALL. Then he has you turn them in, and then do a test a few weeks later with the same questions. Terrible prof., the book is the only teacher.",2.0,"worthless, does not teach, unrelated topics, terrible prof"
"Professor Eisberg is a great professor. She\'s sweet, nice, and a little quirky. She\'s genuinly interested in astronomy, which got me interested in it. If you need a class with a lab this is a great one to take.",4.2,"sweet, nice, quirky, genuinely interested, great"
Treats students more like friends than pupils. I needed a teacher and not a friend. At times hard to follow. Take with caution.,3.0,"friendly, hard to follow, cautious"
The BEST!,4.1,best
he likes to talk about his cat and diareha.,3.4,NA
No Comments,4.1,NA
"Kaufman is down to earth and willing to provide help if you need it. To be honest his intro to philosophy class is the most difficult for me so far, because its very systematic and imaginative learning. I do not recommend taking this class early in the morning, because he solely lectures and drags on for the whole 50 minutes leaving me tired",3.4,"down to earth, helpful, difficult, systematic, imaginative, tiring"
"He is a very immature guy. He believes he is always right even when he is not. I\'ve had to schedule with him, but believes it is my fault even though I gave him at least two weeks notice. He treats students as kids and not as adults.",3.1,"immature, believes always right, blames others, treats students as kids"
B!,3.5,NA
No Comments,4.0,NA
Please drop the class bcz I have no words.,2.6,NA
"Had for both Con Laws. He\'s very enthusiastic about the material and that makes a world of difference I.M.O. Look, if you are a bigot / federalist society type, you might not like this class unless you like having your ideas challenged/dismissed. He\'s unabashedly liberal. But you will learn the material. He can be a bit pompous and aloof.",3.5,"enthusiastic, liberal, challenging, pompous, aloof"
"The class kind of drags on a bit. The professor covers most everything on the test in class, but you will have to study for his test. Do all the assigined work and study guides.",3.0,"dragging, thorough, studious"
"No tests are given, all you have to do is write the papers. She truly cares about her students and learns each students name. Works with you on anything you need help with. Makes class go by fast.",4.5,"caring, dedicated, helpful, engaging"
"I suggest reading the material ahead of time from the text (if you don\'t have it, they have it in the library which I used because textbooks are $$). Do the extra credit ALWAYS, that means come to class or else you will miss out. 1st day she\'ll pick on people to participate, don\'t let this scare you away!! She stops after around the 2nd week:)",2.8,"engaging, interactive, encourages participation, extra credit opportunity, intimidating initially"
secretary,1.0,NA
No Comments,4.3,NA
No Comments,2.7,NA
"nightmare,i didnt end up learn much,she grade people, not their work.i tried to hand in the same A+ work from my friend but she graded F to me.also i am a ESL and she was not helpful to explain assignment in a good temper way ""why don\'t you read the handout one more time before asking question""",2.9,"nightmare, didn't learn much, grades people not their work, unhelpful, not explain well, not good tempered, grading unfairly, not supportive, not accommodating, unfriendly, harsh, unapproachable, insensitive, discouraging"
Wonderful teacher!! He is kind and knows his stuff. Take him if you can!,3.4,"kind, knowledgeable, wonderful"
What\'s the point of paying a guy to tell us what to read in the book and then ask us what was in it? That\'s not education that\'s plagiate training.,2.9,NA
"James is a really nice guy who really likes tables. That said he is a decent prof, class attendance definitely isn\'t mandatory, and he teaches almost straight from the book and is very clear about what will be on exams. He had some cute in class experiments too. All around definitely a good engr 225 prof.",3.3,"nice, decent, clear, good"
My best prof ever. Take his class if you can.,3.5,"best prof ever, take his class"
She gave too much busy work. Her stories were more insightful than anything in the text.,3.0,"busy work, insightful"
This professor goes too fast and has high expectations.,4.0,"fast, high expectations"
"She\'s horrible. She talks as if she\'s unsure of what she\'s about to say. She tells you, ""TRUST ME...I WILL LEAD YOU THERE."" She takes a VERY long time to get to her point. Her labs do not relate to what you\'re learning from the textbook. Class isn\'t mandatory, but she WILL yell at you and say you\'re a bad role model if you don\'t go. AVOID HER!!!!!!",2.5,"horrible, unsure, long-winded, irrelevant labs, mandatory attendance, bad role model, avoid"
"Dr. Hupp is one of my favorite professors ever! His lectures are fun yet informative. You\'ll never be bored in class, but you\'ll still learn a lot. The funny stories he tells about his kids really help with the material sometimes. If you show up and pay attention, you should do just fine in his child psych course.",4.7,"fun, informative, engaging, funny, helpful"
"One of thee best teachers. If you are a slacker ha! You are ****ed! You will be taking the class agian. Take the time to humble yourself, and go to his office hours if you need to. He is one smart teacher.",4.7,"best teacher, smart, dedicated, helpful"
Dr. Nicoletto is a wonderful professor. However the exams and material can be very hard. Do not except the class to get handed to you. You need to at least study 5-6 hrs a day if not more. I recommend taking this class in the summer because the grades are better and the material is fresh on your mind.,4.1,"wonderful professor, hard exams, study, recommend, summer, grades, fresh material"
Excellent teacher!! Always willing to answers your questions. I would recommend her to any students interested in Graphic Design. She is able to relate real world experience to us.,4.4,"Excellent, willing to answer questions, recommend, real world experience"
She\'s knows her stuff but I did not enjoy having her as my professor. She is rude. I could have made a better grade if I had known how to study. The questions in the back of the Fundamentals of Nursing book were helpful but you do best by studying the powerpoints. 1st test was mainly over the syllabus... Be sure to study.,2.8,"knowledgeable, rude, unhelpful, syllabus-focused, challenging"
"I love adele! she is great, i have had her for both research methods and senior seminar. I was iffy at first she does tend to be back and forth about due dates and requirements, but she is an easy marker. Always willing to sit down and have a chat, very caring individual :)",2.6,"great, back and forth about due dates and requirements, easy marker, willing to sit down and have a chat, caring individual"
SIMON COWELL,2.7,NA
"Totally boring. You have to go to class to get the handouts, but it\'s really hard to stay awake.",1.2,"boring, hard to stay awake"
"Not your typical grumpy old english teacher...Very helpful and fair, very good personality, and highly approachable. If you study hard and go to class, a good grade is definitely in reach.",4.9,"helpful, fair, good personality, approachable, good grade in reach"
boring,4.0,NA
She is extremely nice. She just needs to work on a louder speaking voice when she gives her prayers.,3.0,"nice, louder voice"
"Rebecca has a brilliant mind, she gives great lectures. Regardless of what others say, I find her very approachable. And, yes, she deserves a chillie pepper ;)",3.3,"brilliant, great lectures, approachable, chillie pepper"
"had a very hard time following her when i didnt already know the subject, sticks to the sylibus and will not go over anything that she had already passed in lecture. aviod if at all possible.",1.3,"difficult, unhelpful, rigid, avoidant"
peterson is a great lecturer and is very aproachable. he really wants his students to succeed. i would definitely take this class if you can squeeze it in.,4.8,"approachable, great lecturer, wants students to succeed"
Very cool and understanding.... would recommend him anytime.... Also quite a hottie.....,4.3,"cool, understanding, recommend, hottie"
"Don\'t take chemistry from Horn. He is more concerned about how your are participating in his POGIL project then teaching. Sometimes he answers students questions, hit and miss. Most of time spent working in groups. Very little lecture. Homework solutions are hidden by the professor. Does not teach. ""Engaged learning at UVU""?",3.0,"unconcerned, participatory, hit and miss, group work, hidden solutions, unhelpful"
Terrible.,3.9,NA
Extremely hard class and Beneski\'s teaching styles do not help. Recorded the lectures and studied for hours on end and could still only manage C\'s. Best bet is to watch videos on the topics because the tests are all applied questions. Good luck.,2.8,"hard, unhelpful, recorded lectures, studied for hours, applied questions"
I love the class! He is very helpful and sending emails for each reading keeps me on my toes with the assignments. Tests...if studied for are very easy!,4.2,"helpful, organized, engaging, easy tests"
"BEST PROF hands down, extremely helpful guy. Goes out of his way to help and definitely someone to use as a reference.",4.5,"BEST PROF, extremely helpful, goes out of his way, reference"
"He makesaid class time highly amusing, and he is very knowledgeable in the subject area.",3.3,"knowledgeable, amusing"
he is a awesome teacher im taking more philosophy classes just because of his teaching and because he is so hot,4.5,"awesome, teacher, philosophy, classes, hot"
Best art instructor I\'ve had so far.,4.1,"Best, instructor"
"If she likes you, you\'ve got it made. If not, you\'re in for it. Don\'t get too close or she\'ll make you do something for her. I\'ve never known someone to delegate all of their resposibilities as much as her. She doesn\'t do anything. Learn how to say """,2.4,"strict, manipulative, delegator"
"Michaels is hands down the best professor I have ever had at PhillyU. He is incredibly intelligent and funny. I don\'t get bored in this class because he is always telling stories and showing us videos. Incredibly helpful, all around amazing guy! (Oh, and he brought his adorable dog to class one day. It was awesome.)",4.9,"intelligent, funny, engaging, helpful, amazing"
"Not the easy A, but he makes that clear from Day 1. You will work for it. The essays are easy, just don\'t wait until the last day to do them. Study for the quizzes by doing the activities on nortonstudyspace and read the corresponding page numbers from the quizzes flashcards or you will fail them. Good lectures and invested in his students.",4.2,"challenging, clear expectations, hardworking, engaging, invested"
"This Professor (supposedly) taught mechatronics to me, mechanical-electrical devices, according to the text and curriculum mainly involving controls related to ladder logic. All of the labs were recycled from previous courses and did not apply, questions often took weeks to get answers, and the lecture was completely off subject.",3.9,NA
"She teaches very fast, but if you attend all of her lectures you will be fine. For her stat 108 class, there are 3 quizzes, 3 tests and then a final. Be sure to review your tests/quizzes to make sure they were graded correctly because her TA this year marked several things wrong that were not. Overall, she is very funny and tries to make it fun.",4.0,"fast-paced, thorough, organized, engaging, humorous"
"She\'s a wonderful professor. Intimidating at first, but very kind. She provides clarity on all her assignments. I would highly recommend her!",4.5,"#wonderful, #intimidating, #kind, #clarity, #recommend"
She is never there and does not help much. The quizzes are VERY hard and hurt your grade. I would not take her class unless you absolutely have to!,3.0,"unhelpful, unavailable, difficult quizzes, negative impact on grade, not recommended"
"Straightforward, clear, provides good lectures alongside films relating to the subject matter. Show up to class, sign in, listen and learn. NO tests, NO homework. Take home midterm and final papers as well as attendance your grade for this class. Pezzolo is pure class.",3.5,"Straightforward, clear, good lectures, films, no tests, no homework, take home papers, attendance, pure class."
I always looked forward to this class! Professor Hupp is hilarious and always keeps things interesting. Taking organized notes and attending class will make this class a breeze! Recommended to anyone interested in Psychology.,4.7,"funny, interesting, organized, recommended"
"Awesome teacher and hallarious. His tests are a shot in the dark though and you have no idea how he\'s going to grade that night... His labs are a gimmie which is helpful. The tests are tough though so prepare to study. The chem department at VSCC is NOT a joke... Much harder than MTSU, trust me... I know :)",4.2,"funny, tough, helpful, challenging"
"HORRIBLE teacher with no plans at all. She takes attendance at the beginning of class and also after break and she gives points for attendance. But that\'s not the problem, never clear on anything. You will be in the dark the entire course. She makes you watch old movies that has nothing to do with the course or tests, however, homework was easy",2.7,"HORRIBLE, no plans, takes attendance, unclear, in the dark, old movies, easy homework"
"The most unfreiendly, unhelpful person I have encountered. Why this women still maintains her employment is beyond me.",1.0,"unfriendly, unhelpful, maintains employment"
"Awful, simply awful",2.8,awful
"Dr. Farris is very helpful with answering questions in class, the tests are very easy as long as you go to class and take notes. He grades fairly easy, but his class is kinda boring if your not real interested in the topic being discussed.",3.9,"helpful, easy tests, grades fairly, boring"
"Greta can been intimidating from the start. But she is an incredibly knowledgeable instructor who really does want her students to engage and interact with the material. If you get past the intimidation, you can learn a lot from her.",3.2,"knowledgeable, intimidating, engaging"
Needs to go. Take him if you like boring classes.,4.4,NA
"Lectures are interesting, but she can be very close-minded. You need to go to class every day, no exceptions, you\'ll miss too much. Grading for papers is mostly fair, but can be fairly arbitrary at times. The tests are multiple choice, but with short answer type questions, which makes them tricky and sometimes potentially wrong.",3.2,"close-minded, demanding, fair grading, arbitrary grading, tricky tests, potentially wrong tests"
"Nice guy and cares about his students. BUT, really tough course for first year and really hard tests. Ridiculously hard. MUST go to class!!!",4.5,"Nice, cares about students, tough course, hard tests, ridiculously hard, must go to class"
Vo is a really nice guy and you can tell he definitely cares about his students and how well he teaches. He changed his teaching style halfway through the year to make his lectures better. Tests are similar to the review that he hands out but can be long.,3.1,"nice, caring, dedicated, adaptable, thorough"
Mrs. Hampel is a great teacher! She definitely wants her students to do well in class. She works hard each class to teach you the material by going through practice problems. I recommend her 100%,4.4,"great teacher, wants students to do well, works hard, teaches material, practice problems, recommend 100%"
No Comments,4.4,NA
"he is nice, but only the problem is he does not teach, and everybody is bored in class.",2.6,"nice, does not teach, bored"
"The class wasn\'t that bad. If you work hard and study a lot, you\'ll get an A. I had never learned so much before from any other science class. She will help you out if needed, and the cd from the book helps A LOT.",2.5,"helpful, knowledgeable, supportive, effective"
"Dr. Andy is super passionate about his classes and UCD. Not for everyone, but I personally enjoyed his class. His essay prompts and grading criteria weren\'t ambiguous or unreasonable. Participation and attendance count- he makes that clear from day one. If you\'re content to not show or show up with a disengaged attitude I\'d find a different class.",4.4,"passionate, clear expectations, reasonable grading, attendance importance"
Just don\'t. Unless you\'re one of his favorites. It\'s like you think you understand the assignment - you could even meet with him about your ideas and he\'ll be supportive - and then you make a low grade because you apparently didn\'t give him what he wanted.,3.3,"unfair, favorites, unsupportive, unclear expectations"
"I\'ve taken multiple math classes at TCC over and over again because they are so difficult for me to pass. I should have just taken MGF1106 and 1107 with Dameron from the beginning. She got me to pass math, and actually enjoy it too. She is an Amazing professor! Take her if math is a struggle for you!!",4.8,"Amazing, professor, helpful, knowledgeable, supportive, recommended"
DON\'T take Teague. Especially at 8am and it being your first college class ever. She seriously must thing that her class is the only one we have because she piles on the homework.,2.3,"- strict, overwhelming, inconsiderate"
"Really nice guy, but can make things confusing, especially lab reports. Can make class fun though",2.1,"friendly, confusing, fun"
"This Professor is the worst experience of my life!!! She sucks! For any of you majoring in science do not take her class, its a wate of time. She does not care and is not willing to help. To top it off she is not a morning person. So beware.. She will confuse the brains out of you and make your life a living hell in the process!",2.0,"worst, sucks, not caring, not willing to help, confusing, living hell"
I love this class. She grades very difficult and requires you to give explanations on EVERYTHING for the tests. She explains everything very well though and will answer any question you have about tax crystal clear.,4.7,"demanding, knowledgeable, clear communicator, approachable"
He is a great professor. Pleasure to be in his class.,3.8,"great professor, pleasure"
"God, she\'s the best professor in the world. She;s very down to earth, do the work and you\'ll pass easily. If I was stuck on another planet, I\'d pick her to go with me. She is nothing like other professors and she speaks her mind!",4.7,"best professor, down to earth, easy to pass, unique, speaks her mind"
She doesn\'t care about any excuses. If you miss a book review or a test expect a 0. She makes you read 4 books in one semester.,3.1,"strict, uncompromising, demanding, heavy workload"
He\'s an ok teacher. Not the best if you\'re looking for order and methods. He tends to freestyle and work different projects year round. He\'s an all around good person and a really tough grader. His group projects is what brought me down. Took a different class and have nearly aced it. Group projects BEWARE!,3.5,"ok teacher, freestyle, different projects, all around good person, tough grader, group projects BEWARE"
"I had Mr. Matthews and I thought he was very nice and his class was easy. Anyone looking for a easy A, take this class",2.8,"nice, easy, recommended"
Pretty easy and a pretty funny professor. The tests are easy as long as you study. Don\'t make it hard on yourself. The word exams are easy A\'s as well.,4.4,"funny, easy, tests, study, exams, easy A's"
"Professor Bell takes the class very seriously. Many people get upset with him because they take it for an easy A and it is certainly not one. That being said, he is extremely knowledgeable and you can learn a lot in the class. Just put in the effort and you will do well.",2.6,"serious, knowledgeable, demanding, helpful"
"Dr. Fressola was absolutely awesome.If you were in her class you walked a straight line. At the same time, I saw the passion she had for teaching, and nursing as well. Today, 12 years after my nursing ceremony at Bergen, I thank her for being who she is, and for believing in me. Thank you.Dr. Fressola. She was simply marvelous!",3.2,"passionate, inspiring, supportive, dedicated"
"Fun and interesting class, great for beginners.",4.5,"fun, interesting, great, beginners"
"Dr. Todd is very helpful and nice. ME 121 is a very easy class, so easy that basically if you show up to class, then you will pass. There are in class assignments everyday so it is important to show up. The only work really outside of class is the 10 minute homeworks on Blackboard, and the two professional society meetings for credit.",4.3,"helpful, nice, easy class, in class assignments, important, homeworks, professional, society meetings"
great guy not such a great class. If you are not good at math you are screwed. this is a teacher who knows his stuff so when it comes to teaching there is not a lot of variety in explanations. Can be hard to follow.,3.3,"knowledgeable, strict, challenging, unvaried"
"Slack! Tests are 50 question, multiple choice. The notes are emailed, and all you have to do is take a few notes on what he says here and there, like stories or examples. He\'s cool. Easy A.",3.9,"Slack, cool, Easy A"
Ruckh is not easy. But if you persevere and show interest and participate he will grow on you. I ended up ending the class with an A. A surprising A. Most interesting class i have ever took,3.6,"challenging, interesting, engaging, grows on you, surprising"
"He is thorough, but if you study and keep up w/ the material, the class isn\'t really hard, I got an A.",3.7,"thorough, not hard, got an A"
"He thinks he teaches POGIL, but the ""G"" in POGIL method stand for ""Guided"" which he doesn\'t do. He is lazy. If you go to his office or stay after class to ask him to work out a difficult problem, he doesn\'t ever do it. If you ask for a way to see the steps, he doesn\'t give it. When people say he is ""fair"" it\'s due to his ridiculously huge ""curve.""",3.0,"lazy, unhelpful, unfair, curve"
"this dude freakin sucks..doesnt respect different view points, shows movies instead of teaching, uses offensive material with no regard for the feelings of the students",4.4,"disrespectful, offensive, insensitive, uses movies, lacks empathy"
"Martin is very difficult, so if you\'re not taking this for future classes beware. He\'s probably the best out of all 102 profs, but you need to do so many extra practice probs to pass. Study 1 week+ before the test, no matter what. He can be rude, but you need to put it the work. He is the best @ concept/math balance so if you need future chem do it",2.3,"difficult, best, extra practice, rude, concept/math balance"
this teacher has no type of personality. His lectures are boring. He is not clear about what the assignments are going to be about. He is very unorganized. He doesn\'t care for his students. Attendance is a must. HE IS A HORRIBLE TEACHER. The whole class received no higher than a C. Avoid this class.,3.8,"boring, unorganized, doesn't care, horrible"
"This isn\'t a hard class as long as you attend and go to labs. He will never let you out early and he really loves what he teaches, but is a little odd. He expects everyone in the class to love the subject as much as him. Eye clicker is the way he tracks attendance, but attendance is required. He does let you make up missed labs. Just really boring.",4.4,"- passionate, 
- odd, 
- expects enthusiasm, 
- strict attendance, 
- boring"
